,ID,Choice,ReportedDuration,InVehicleTime,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,ModeToSchool,CoderegionCAR,age,Weight
919,54420910,0,11,3,11,0,27,24,0,7.6,0.6,6,2,0,0,0,1,0,1,2,1,1,2,0,1,1,5.0,32,4,2,1941,1,2,9,6,7000,3,2,2,2,2,2,3,7.6,0.86,4,4,2,2,3,5,6,6,3,4,3,5,5,3,5,6,5,2,6,6,6,5,6,4,5,4,5,5,4,5,1,6,4,1,4,5,6,6,3,3,1,4,5,6,6,3,3,4,2,2,4,2,4,5,3,2,2,2,4,4,3,2,1,2,3,3,6,5.0,8,6,69,0.000288998
921,30330920,0,79,52,9,2,106,49,5,7.6,3.23,37,2,0,1,0,0,0,2,1,1,1,0,0,2,2,4.0,5,4,1,1939,1,5,9,2,7000,8,1,1,2,2,2,3,3.8,4.63,5,4,2,2,5,5,3,3,4,4,2,4,4,3,-1,2,3,1,2,1,4,3,2,2,4,5,2,3,1,2,1,3,5,2,5,4,3,2,4,3,2,3,3,3,6,2,2,4,6,2,3,3,4,4,3,4,1,2,2,4,3,2,2,2,2,1,4,27.0,4,4,71,0.000125765
923,42340126,1,12,18,1,0,52,34,0,8.0,1.29,18,2,0,1,0,1,0,2,2,1,1,2,0,1,1,4.5,33,3,1,1950,1,2,1,6,5000,3,1,2,2,2,2,1,4.0,1.85,3,4,-1,3,3,4,4,3,3,5,4,4,4,1,4,1,4,-1,3,3,3,6,6,3,3,3,3,4,4,6,6,4,3,4,4,4,3,1,2,4,4,1,4,4,2,6,6,4,2,3,3,4,5,4,2,7,1,2,4,4,6,2,3,2,2,3,5,11.0,5,5,60,0.000409116
924,28241132,1,20,22,4,0,58,36,0,8.0,1.28,19,2,0,2,1,2,0,1,1,1,1,2,1,1,1,5.0,20,4,2,1959,2,2,6,8,7000,3,2,2,2,2,2,1,8.0,1.83,6,2,4,4,3,4,6,6,2,4,6,2,4,1,3,6,4,1,5,4,4,4,4,2,2,1,4,5,2,1,6,1,4,4,4,4,3,1,3,4,2,4,4,4,6,2,2,5,6,4,2,3,5,4,3,4,2,1,2,4,5,2,2,1,1,3,3,11.9,4,3,51,0.000367986
925,47120768,1,7,2,7,0,2,0,0,0.0,0.27,2,2,0,2,0,2,0,1,1,1,1,2,0,1,1,5.0,2,4,1,1941,1,2,9,6,7000,3,2,2,2,2,2,1,0.0,0.39,1,3,3,3,3,4,6,6,6,5,4,3,3,3,4,6,5,3,5,4,4,5,4,3,6,6,5,1,6,1,1,1,6,1,3,6,3,1,1,5,4,4,4,4,6,3,4,4,6,3,3,3,4,4,3,7,1,2,3,3,6,1,-1,2,-1,3,5,1.7,5,5,69,0.0003213
926,47130729,0,95,71,1,4,117,31,15,35.6,7.89,73,2,0,1,0,2,0,1,1,1,1,1,1,1,1,3.0,9,2,1,1951,1,2,2,5,3250,3,2,2,1,2,2,2,0.0,11.31,5,5,1,1,5,5,3,3,4,6,6,2,5,3,5,6,2,1,4,6,6,3,3,3,4,4,3,3,4,4,2,5,3,2,4,2,4,2,2,4,3,2,4,3,3,6,1,4,2,3,2,4,2,3,1,7,1,2,3,3,2,2,3,2,2,3,5,81.0,4,5,59,0.000409116
928,19650656,1,90,78,1,2,239,149,12,19.8,4.82,69,1,0,1,0,0,0,1,1,1,1,1,0,1,1,3.0,1,3,2,1963,2,1,1,6,5000,4,2,2,2,2,1,1,19.8,6.91,1,2,3,2,4,4,5,2,2,5,2,2,4,2,5,6,5,2,5,4,5,5,4,4,4,1,2,2,4,2,2,4,1,3,4,4,2,1,4,2,2,4,4,2,2,2,2,5,2,3,2,4,4,4,-1,4,2,1,2,2,4,6,3,-1,2,1,2,33.0,3,2,47,9.82e-05
929,28000392,0,22,9,4,0,35,26,0,2.2,0.46,6,1,-1,-1,-1,1,-1,-1,2,2,2,1,0,1,1,4.0,40,3,2,1930,2,1,9,8,5000,3,1,2,2,2,2,3,2.2,0.66,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,1,1,4,5,2,-1,2,3,2,3,2.7,-1,3,80,0.0006822260000000001
930,70130947,2,65,27,1,1,74,36,11,13.4,2.33,23,5,0,1,0,5,0,3,1,1,1,4,0,2,2,5.0,14,5,1,1961,1,3,1,2,9000,7,1,1,2,2,2,2,6.7,3.34,5,4,1,2,4,5,4,3,3,5,4,2,4,1,5,1,1,1,5,4,4,4,4,3,4,4,2,2,5,5,1,3,4,4,5,5,4,2,1,3,4,4,2,4,4,4,1,5,1,5,3,4,5,4,1,2,2,2,2,2,4,2,1,3,3,4,8,24.0,2,8,49,0.000160139
931,90301060,1,15,18,9,0,25,7,0,2.2,1.18,17,1,0,1,0,0,0,1,1,1,1,1,0,1,1,4.5,31,2,2,1943,1,1,9,-1,3250,3,2,2,2,2,2,1,2.2,1.69,2,3,4,3,3,-1,3,3,3,4,4,3,3,2,4,3,4,2,3,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,2,3,3,4,3,4,3,2,4,3,3,4,4,3,3,3,2,2,2,2,3,1,1,2,2,-1,3,7,10.0,4,7,67,0.000288998
932,10360023,1,10,72,8,5,182,80,30,12.4,0.94,12,5,3,2,1,6,3,2,1,1,1,5,0,2,1,5.0,15,5,2,1993,2,6,8,6,9000,2,2,1,2,2,2,3,0.0,1.35,1,4,2,3,4,4,4,2,2,4,3,5,4,2,4,3,4,3,5,3,3,2,3,5,3,3,4,4,5,2,2,3,3,3,3,2,4,3,4,2,3,2,3,5,3,3,3,5,1,3,4,3,3,3,3,4,2,1,4,1,4,2,3,1,2,2,1,11.0,4,1,17,0.002195453
933,19130062,1,8,4,8,0,16,12,0,3.4,0.24,3,5,2,2,0,5,2,1,2,1,1,4,1,1,1,6.0,7,4,2,1964,2,3,4,7,7000,3,2,2,2,2,2,-1,3.4,0.34,1,2,3,4,3,3,5,4,2,2,1,4,4,2,2,5,5,2,5,5,2,2,2,2,3,6,2,2,5,2,2,6,1,5,5,5,2,1,5,5,1,1,2,2,6,2,2,5,4,2,2,2,4,5,3,8,1,1,2,4,6,1,4,1,3,3,2,2.0,5,2,46,0.000367986
934,54440188,1,35,53,1,6,131,60,18,14.8,3.55,46,2,0,4,1,2,0,1,2,1,1,2,1,1,1,5.0,12,6,2,1964,1,7,1,3,15000,6,1,2,2,2,2,1,7.4,5.09,1,6,3,3,1,1,5,6,3,3,6,5,5,3,1,6,5,3,5,4,3,5,5,2,4,6,6,1,5,1,1,1,1,2,2,1,3,1,1,5,4,1,4,5,5,3,2,3,1,1,4,3,2,4,1,7,1,2,4,4,5,2,4,1,1,3,6,37.0,8,6,46,9.82e-05
935,50270638,1,19,26,1,1,67,39,2,9.3,1.49,16,2,0,1,0,2,0,1,1,1,1,2,0,1,1,4.0,60,3,1,1949,1,2,1,6,5000,3,2,2,2,2,2,1,9.3,2.14,1,2,2,2,3,5,4,2,5,5,6,5,3,3,6,6,5,1,5,3,3,4,5,2,5,4,3,4,4,2,2,4,4,3,3,3,3,3,3,3,1,1,4,3,3,4,1,5,2,3,2,4,5,5,1,7,1,2,2,4,5,2,1,2,2,4,5,15.5,4,5,61,0.000409116
937,42270747,0,186,127,1,5,214,75,12,33.2,7.83,134,1,0,1,0,1,0,1,1,1,1,1,0,1,1,5.0,10,4,2,1968,1,1,1,3,7000,4,1,2,2,2,1,1,16.6,11.22,2,3,3,3,4,5,4,4,5,5,3,4,3,2,6,4,4,1,4,3,3,2,4,3,4,5,2,4,4,1,1,2,3,3,5,3,3,3,3,3,2,2,3,4,3,2,2,3,2,3,3,3,3,3,-1,7,1,2,4,3,5,9,4,1,2,4,5,67.0,4,5,42,9.82e-05
938,54261364,0,20,10,9,0,19,9,0,3.8,0.88,12,6,1,2,2,6,0,4,1,1,1,6,1,1,1,8.0,53,6,1,1956,1,3,1,3,15000,6,1,2,2,2,2,1,2.2,1.26,5,3,1,1,3,5,3,3,5,5,1,1,1,1,5,2,4,1,5,3,5,1,1,3,5,2,4,1,5,3,1,4,3,3,5,5,1,3,3,5,3,3,3,3,3,3,3,4,1,3,1,2,5,3,3,7,1,2,4,2,5,1,1,2,4,4,6,8.0,5,6,54,0.00010913200000000001
939,95240671,1,10,34,1,0,87,53,0,7.2,1.12,14,2,0,1,0,2,0,1,1,1,2,2,0,2,2,4.5,3,5,2,1983,1,7,1,6,9000,3,2,2,2,2,2,1,7.2,1.6,2,2,1,1,4,5,4,1,3,4,2,3,5,3,4,6,3,2,5,2,4,3,3,2,4,4,4,4,4,4,2,2,2,2,3,3,2,1,1,5,1,4,4,4,3,2,2,4,2,2,4,4,4,4,2,6,2,2,4,4,4,2,3,2,2,3,7,11.0,5,7,27,0.00087004
940,50270194,0,210,107,1,5,186,54,25,26.0,11.29,99,1,0,1,0,4,0,1,0,1,1,1,0,2,2,2.5,2,4,1,1970,1,1,1,2,7000,8,1,2,2,1,2,1,13.0,16.18,1,1,3,3,1,1,3,5,4,5,5,1,4,3,2,6,2,1,5,5,5,4,5,1,5,5,1,2,5,2,1,1,5,1,4,2,1,2,3,4,4,1,3,3,4,3,4,4,3,3,2,3,2,3,1,7,1,2,2,4,3,3,3,2,2,3,5,125.0,4,5,40,0.000160139
941,31320005,1,20,126,9,7,266,81,59,76.6,21.04,188,2,0,2,0,4,0,1,1,1,1,2,0,1,1,7.0,25,4,1,1946,1,2,9,2,7000,4,1,2,2,2,2,1,38.3,30.15,2,2,2,2,5,5,4,2,3,4,4,3,4,2,3,2,2,2,4,4,3,4,4,2,4,4,2,2,4,4,1,4,4,3,4,2,2,2,2,4,3,2,3,3,2,2,2,4,2,2,2,4,4,4,3,6,1,2,4,2,5,2,1,2,2,2,4,230.0,4,4,64,0.00010913200000000001
942,39110258,0,38,12,3,0,42,30,0,6.8,1.22,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,6.8,1.75,2,2,3,3,3,4,3,2,2,4,3,3,2,2,4,4,4,2,4,4,3,4,4,2,4,4,4,2,4,4,2,4,4,4,4,4,4,2,2,4,4,4,4,3,3,2,2,4,3,3,2,2,2,4,1,4,2,2,2,2,-1,2,-1,-1,-1,1,2,12.5,-1,2,-1,0.000409116
943,47120030,1,90,30,4,3,108,62,16,21.8,4.45,44,3,0,3,0,0,0,1,2,1,1,3,0,1,1,5.0,8,5,2,1955,1,2,1,6,9000,4,2,2,2,2,2,1,21.8,6.38,1,2,4,4,1,1,5,3,4,3,1,5,5,6,3,6,5,3,5,5,3,6,5,6,5,6,4,1,6,2,1,6,6,3,3,3,3,1,2,5,5,3,4,4,3,2,2,5,3,3,2,4,5,4,3,7,1,2,3,3,4,2,4,-1,-1,4,5,46.0,4,5,55,9.82e-05
944,10540756,1,10,6,4,0,51,45,0,2.6,0.48,7,1,0,1,0,0,0,1,1,2,1,1,0,1,1,2.0,5,2,2,1927,2,1,9,8,3250,6,2,2,2,2,2,1,2.6,0.69,1,1,2,4,4,4,-1,-1,-1,-1,4,4,1,4,-1,-1,4,1,4,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,5,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,3,4,2,1,4,1,1,1,3,2,-1,3,1,4.0,4,1,83,0.000181985
945,70130662,1,75,47,1,3,155,45,63,25.6,4.94,38,3,0,2,1,1,0,1,3,1,1,3,0,1,1,5.0,2,4,2,1969,1,2,1,6,7000,3,2,2,2,2,2,1,25.6,7.08,2,1,2,2,3,5,3,3,6,3,6,4,4,2,2,6,4,3,5,4,2,5,6,2,3,6,3,2,6,3,2,6,2,3,2,3,2,1,2,5,3,2,2,4,6,4,1,5,1,4,3,4,5,3,1,2,2,2,2,2,5,2,4,2,1,2,8,55.0,4,8,41,0.000367986
947,54440592,1,100,91,1,4,218,120,7,36.0,5.69,69,2,0,2,0,4,0,1,2,1,1,2,1,1,1,5.5,17,5,1,1954,1,2,1,3,9000,3,1,2,2,2,2,1,18.0,8.15,4,4,3,5,2,5,5,2,3,4,3,2,5,2,4,3,5,4,4,3,3,3,2,2,3,1,4,2,4,3,1,3,4,3,4,4,4,2,3,4,3,4,4,4,3,4,4,4,2,2,4,3,3,5,-1,7,1,2,4,4,4,4,3,2,2,1,6,54.0,6,6,56,0.000409116
948,30860245,1,75,62,8,4,181,95,24,14.2,3.35,42,4,2,1,0,2,0,2,1,1,1,2,1,1,1,4.5,2,5,1,1967,1,3,1,6,9000,7,1,2,2,2,2,1,7.1,4.8,2,4,2,1,4,5,3,3,2,5,5,2,4,2,3,5,5,1,4,4,4,4,4,4,5,4,1,3,5,5,5,1,3,1,4,4,4,1,2,5,2,2,3,5,5,4,2,5,1,2,2,4,4,4,-1,6,2,2,4,2,5,4,-1,-1,-1,3,4,27.4,5,4,43,0.000160139
949,50760337,1,14,78,10,4,141,16,47,18.8,1.66,24,1,0,1,0,1,0,1,1,1,1,1,0,2,2,3.5,3,4,2,1976,1,1,1,6,7000,4,2,2,2,2,2,1,18.8,2.38,1,4,3,2,3,4,2,5,2,5,3,5,5,2,4,6,4,2,5,2,4,4,6,3,6,6,6,2,5,3,2,6,2,3,2,4,3,1,1,5,3,3,4,5,3,6,1,5,1,2,2,4,4,2,3,7,1,2,4,4,5,2,3,2,2,3,5,15.0,3,5,34,0.00023208400000000002
950,30860447,1,10,62,6,0,62,0,0,0.0,0.55,7,2,0,2,0,0,0,1,1,1,1,-1,-1,1,1,4.0,18,2,2,1937,1,2,6,-1,3250,3,2,2,2,2,1,1,0.0,0.79,2,3,5,3,3,4,-1,3,4,3,4,4,4,2,4,-1,5,2,5,3,3,5,6,5,4,3,5,5,-1,5,6,3,5,2,5,5,3,6,6,5,2,2,4,4,4,3,3,5,2,3,4,4,4,4,3,6,2,2,4,2,5,1,-1,-1,2,3,4,5.5,4,4,73,0.000288998
951,54260889,1,5,5,4,0,25,20,0,3.8,0.4,5,3,0,2,0,3,0,2,2,1,1,3,1,1,1,5.0,8,6,2,1961,1,3,2,6,15000,3,2,2,2,2,2,1,3.8,0.57,4,5,3,2,3,4,3,1,3,2,2,2,4,1,3,1,4,1,5,2,3,4,4,3,2,2,4,3,5,4,3,1,1,3,4,3,2,3,3,3,4,1,4,3,1,1,1,4,2,1,4,2,4,3,3,7,1,2,4,2,3,1,3,2,3,3,6,4.0,4,6,49,0.000367986
952,10360202,1,10,35,4,3,69,27,7,4.8,0.41,5,4,2,2,-1,5,2,2,2,1,2,4,4,1,1,7.0,10,4,2,1971,2,3,2,6,7000,3,2,2,2,2,2,1,4.8,0.59,2,5,3,2,5,3,2,3,4,4,2,4,4,2,4,5,5,1,4,4,2,4,4,4,2,4,4,4,2,1,5,1,3,2,4,2,4,1,4,3,2,4,2,4,2,2,2,5,2,4,4,3,4,4,3,4,2,1,4,1,4,1,1,2,1,2,1,4.5,3,1,39,0.00087004
953,10540563,1,220,224,1,10,461,196,41,79.4,12.4,117,5,3,2,0,8,3,3,1,1,2,4,0,1,1,7.0,10,6,2,1964,2,3,2,3,15000,7,2,2,2,2,2,1,79.4,17.77,3,4,3,3,4,4,4,3,4,3,3,3,4,2,4,2,3,1,4,4,2,2,2,2,4,2,2,2,4,3,1,2,2,3,3,1,4,1,3,3,2,2,3,4,3,2,1,5,3,3,3,4,4,2,2,4,2,1,4,1,4,4,3,2,2,3,1,134.0,4,1,46,0.000144039
954,30330798,1,271,4,8,0,22,18,0,3.8,0.28,4,3,0,2,0,4,0,3,3,1,1,3,1,1,1,5.0,16,6,2,1947,1,3,2,6,15000,6,1,2,2,1,2,2,2.2,0.4,4,2,1,1,4,4,5,1,4,3,4,1,4,1,5,6,2,1,1,1,3,1,1,1,5,4,4,1,5,5,1,5,5,2,5,1,2,1,1,4,4,1,5,2,1,2,1,4,1,2,1,5,4,2,3,4,1,2,2,4,5,1,1,2,1,3,4,2.5,4,4,63,9.82e-05
955,19650026,1,30,31,1,2,89,54,4,7.4,2.0,28,5,2,2,1,2,2,2,1,1,1,4,0,1,1,7.0,10,4,2,1968,2,3,2,6,7000,3,2,2,2,2,2,1,7.4,2.87,2,2,4,4,4,3,5,3,2,5,1,4,5,1,4,4,5,1,5,4,4,5,5,5,1,2,4,3,5,1,1,1,3,1,1,5,3,1,5,5,1,5,5,5,5,4,2,5,3,4,2,1,3,5,1,4,2,1,2,2,5,2,3,1,2,3,2,14.0,4,2,42,0.000367986
956,28420052,1,10,7,1,0,39,32,0,3.0,0.5,6,3,1,2,0,2,0,2,1,1,1,2,0,1,1,5.5,1,6,1,1975,2,3,1,1,15000,6,2,2,2,2,2,1,3.0,0.72,6,5,3,4,5,5,5,1,1,4,4,2,5,1,3,4,2,3,5,4,3,2,3,1,5,4,3,1,5,2,5,1,3,4,5,2,3,1,4,3,4,2,3,4,2,3,3,4,3,4,2,4,5,2,1,4,2,1,2,2,4,2,4,1,1,1,3,3.4,5,3,35,0.000258025
957,39111325,0,159,27,1,0,46,19,0,6.8,1.47,19,4,2,1,-1,3,2,1,1,1,2,2,-1,1,1,4.0,5,4,2,1970,1,3,2,6,7000,4,1,1,2,2,2,1,3.4,2.11,3,4,2,2,3,4,4,-1,3,3,4,3,4,2,-1,3,4,2,3,3,4,3,3,2,4,4,4,4,4,4,3,3,3,3,4,4,3,2,3,3,2,3,4,4,3,2,3,4,3,3,3,4,4,4,1,4,2,2,2,2,4,2,3,2,2,3,2,14.5,3,2,40,9.82e-05
958,54260008,1,10,24,2,3,50,16,10,5.6,1.07,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,2,1949,1,2,1,6,9035,6,1,2,2,2,2,1,2.8,1.53,4,4,2,4,5,5,3,3,3,3,3,3,2,2,4,3,2,2,4,1,1,2,4,2,4,3,2,2,4,4,3,2,1,2,4,3,4,2,1,5,4,2,4,4,4,3,3,5,4,3,3,2,1,4,1,7,1,2,4,2,5,1,1,4,2,3,6,11.0,4,6,61,9.82e-05
959,70130597,0,27,23,10,1,68,43,2,9.6,1.62,21,2,-1,1,-1,1,-1,-1,-1,2,1,2,-1,2,2,4.0,6,-1,1,1932,3,2,9,5,6101,2,2,2,2,2,2,1,9.6,2.32,4,6,4,2,-1,4,-1,-1,-1,-1,-1,6,4,6,4,-1,-1,6,4,6,4,5,4,4,4,6,4,-1,6,4,6,4,4,-1,4,-1,-1,-1,-1,-1,6,4,4,5,-1,3,-1,-1,6,-1,-1,4,4,-1,3,2,2,2,2,2,5,2,-1,-1,-1,4,8,15.5,4,8,78,0.001285365
960,50260077,1,30,32,9,1,85,38,15,10.6,2.77,25,2,0,1,0,3,0,1,2,2,1,1,0,1,1,10.0,45,4,1,1938,1,2,9,6,7000,3,1,2,2,2,2,1,5.3,3.97,2,4,5,3,3,5,3,3,3,2,4,4,4,3,3,3,3,2,3,3,4,3,2,4,4,3,4,3,4,2,2,4,3,3,4,4,3,2,2,3,2,3,4,3,3,2,3,4,2,3,3,2,2,3,3,8,1,2,2,4,5,1,1,2,2,4,5,29.0,4,5,72,0.0003213
961,54420578,2,30,2,1,0,27,25,0,3.8,0.27,4,2,0,1,0,-1,0,1,1,1,1,2,0,2,1,5.0,10,3,1,1948,1,2,1,5,5000,3,1,2,2,2,2,1,2.2,0.39,3,3,1,1,5,5,5,3,5,5,5,2,5,2,2,3,5,1,3,4,4,4,4,4,2,2,2,2,-1,4,1,4,4,4,4,4,3,1,2,3,2,2,4,4,5,1,1,2,2,2,2,5,3,2,1,2,2,2,4,4,5,1,1,3,3,1,6,2.0,4,6,62,0.000409116
962,30860227,1,45,92,11,2,135,25,18,28.2,5.08,53,2,0,2,0,0,0,1,1,1,1,2,0,1,1,5.0,20,6,1,1947,1,2,9,3,15000,5,1,2,2,2,2,1,14.1,7.28,1,3,3,3,2,4,6,1,1,5,3,3,5,4,4,6,4,1,4,4,3,3,2,2,4,2,6,3,5,3,1,1,1,1,1,3,3,1,1,5,3,1,2,6,6,1,1,5,6,3,4,3,4,6,3,6,2,2,4,2,4,1,3,2,3,3,4,54.0,4,4,63,0.00010913200000000001
963,47130065,1,30,37,1,3,117,41,39,7.6,2.1,29,4,2,1,0,6,2,1,1,1,1,1,1,1,1,6.0,6,5,2,1973,1,3,2,6,9000,4,1,2,2,2,2,2,3.8,3.01,5,5,2,2,4,5,4,6,4,5,5,2,4,2,4,2,2,1,4,2,4,2,4,2,4,3,2,3,4,3,1,4,4,1,3,5,3,1,1,5,3,1,4,4,6,2,2,4,2,1,3,2,2,4,1,7,1,2,3,3,5,2,3,2,2,4,5,22.0,4,5,37,0.00023208400000000002
964,44630249,1,23,40,1,2,72,28,4,18.4,2.64,35,0,0,1,0,1,0,1,1,1,2,1,0,2,2,1.0,6,3,2,1976,1,1,2,6,5000,3,1,2,2,2,2,1,9.2,3.78,4,4,2,4,4,5,2,4,1,5,5,5,4,1,5,6,5,1,4,2,5,5,5,5,4,3,1,5,5,5,1,1,4,3,3,1,5,3,3,5,4,3,3,3,5,1,1,5,1,4,4,5,5,4,1,8,1,2,4,4,6,1,4,2,1,1,5,27.0,5,5,34,0.00087004
966,19130933,1,-1,4,7,0,19,15,0,3.4,0.37,5,2,0,1,0,0,0,0,1,2,1,1,0,2,1,3.0,7,4,1,1932,2,2,9,6,7000,3,1,2,2,2,2,1,2.2,0.53,1,5,5,5,4,3,6,6,6,6,3,3,4,1,1,1,4,1,1,3,1,4,3,1,1,4,4,1,6,4,6,4,4,4,4,6,3,1,1,4,1,5,5,3,3,1,1,5,6,1,5,3,5,4,3,8,1,1,2,4,5,1,1,2,1,3,2,3.0,4,2,78,0.0003213
968,54260410,2,20,25,1,2,52,24,3,5.6,0.2,2,4,2,1,0,2,2,1,1,1,2,4,0,2,2,5.5,1,4,2,1969,1,3,2,4,7000,2,2,2,2,2,2,2,5.6,0.29,5,1,4,2,4,5,5,1,4,5,6,5,5,3,5,2,4,4,5,3,5,5,6,2,4,5,5,4,1,2,4,1,1,2,4,4,2,2,4,4,2,4,1,4,4,2,4,4,2,2,4,4,4,4,1,7,1,2,4,2,5,2,3,1,2,3,6,1.2,4,6,41,0.001472131
969,50780013,0,32,108,4,3,142,23,11,24.8,8.71,72,2,0,2,1,1,0,2,1,1,2,2,0,1,1,5.5,4,6,1,1957,1,2,1,5,15000,3,2,2,1,2,2,1,0.0,12.48,1,3,4,5,3,3,3,3,3,4,3,4,3,3,3,6,5,4,4,4,3,5,5,3,4,5,3,3,4,3,6,5,4,3,4,3,3,1,1,4,3,3,4,5,5,3,4,4,3,3,3,3,4,4,3,7,1,2,4,4,6,2,4,1,2,3,5,93.0,4,5,53,0.000409116
970,10350075,1,30,55,1,3,107,21,31,24.0,2.36,23,2,0,1,0,0,0,1,2,1,1,2,0,1,1,5.0,29,2,2,1947,2,2,2,4,3250,3,2,2,2,2,2,1,24.0,3.38,3,2,3,4,4,4,4,4,3,5,3,4,4,3,5,2,4,2,5,5,4,3,4,5,4,1,4,4,4,2,4,2,4,4,4,4,3,3,4,5,4,2,4,4,3,3,3,4,3,2,4,4,4,2,1,7,1,1,4,1,5,1,3,2,2,1,1,25.0,-1,1,63,0.000367986
971,10540009,1,19,5,8,0,65,60,0,5.4,0.42,5,4,2,2,1,3,2,4,3,1,1,3,1,1,2,4.0,13,4,2,1966,2,3,2,8,7000,3,2,2,2,2,2,1,5.4,0.6,2,3,3,2,4,4,4,6,6,5,6,4,4,1,3,6,2,3,1,2,3,2,6,4,5,3,1,2,2,6,6,1,3,3,5,2,3,2,6,3,3,5,5,6,6,3,3,3,6,4,5,3,4,6,3,4,2,1,4,1,4,2,4,2,1,3,1,3.8,4,1,44,0.000367986
972,10540518,1,50,30,1,1,96,63,3,11.0,2.38,32,3,1,2,0,4,2,2,2,2,1,2,0,2,2,3.0,38,4,2,1969,2,3,2,6,7000,6,2,2,2,2,2,1,11.0,3.41,1,5,4,3,4,4,5,4,1,4,1,5,5,1,5,5,5,2,5,6,3,5,5,5,2,3,3,2,6,3,5,6,4,3,4,2,3,1,5,5,1,4,4,5,6,1,1,5,1,2,4,1,4,4,1,4,2,1,4,1,5,2,4,-1,-1,3,1,18.0,3,1,41,9.82e-05
973,47120871,0,223,129,2,4,185,32,24,9.6,4.01,51,4,2,2,0,8,4,2,1,1,2,2,0,1,1,5.5,5,3,1,1971,1,3,1,6,5000,3,2,2,1,2,2,1,0.0,5.75,1,4,3,2,3,4,5,2,4,5,5,2,3,1,5,4,2,3,5,2,4,4,4,4,4,5,2,1,4,4,3,4,4,2,4,4,4,1,1,5,1,5,5,4,3,4,1,5,4,2,3,4,4,5,1,7,1,2,3,3,5,2,4,2,2,4,5,42.0,3,5,39,0.000967286
975,19650218,1,32,25,1,0,52,27,0,7.4,2.27,30,2,0,2,1,2,0,1,1,1,1,2,1,2,2,3.0,-1,5,2,1973,2,2,1,6,9000,3,2,2,2,2,2,1,7.4,3.25,1,3,3,2,4,4,4,6,6,5,2,3,2,1,3,6,5,1,1,2,4,4,6,2,2,6,4,2,6,2,2,4,6,2,2,5,6,1,1,5,1,5,3,5,4,6,2,5,1,2,4,3,4,2,1,4,2,1,2,2,5,2,4,1,2,3,2,14.0,4,2,37,0.00087004
977,54420363,1,135,206,5,5,253,26,21,72.6,14.84,125,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,1,1,5.0,6,4,1,1955,1,3,1,1,7000,6,2,2,1,2,2,1,0.0,21.27,2,4,2,2,2,2,4,2,4,5,1,2,4,3,3,3,4,1,2,2,3,2,2,2,1,4,3,2,4,4,2,3,3,2,3,2,3,2,2,4,2,3,3,3,3,3,2,4,3,2,3,3,4,2,-1,2,2,2,4,4,4,1,3,2,2,4,6,148.0,2,6,55,0.00010913200000000001
